name,rating,relevance_score,source_language,review,sentiment_score,sentiment,sentiment_score_mbert,sentiment_mbert
natalia varela,4,0.0116348969342046,es,take mental passage go cancel plant postponethe …,-0.25,Negative,-1.0,Negative
natalispinelli88,5,0.0,es,excellent travel mom impeccable round trip good service super punctual dedicated employee board counter airport attend we 10 way back inconvenience front seat mine move much coffee support rebatible table everything overturn leg hostess present give exceptional treatment medical assistance passenger since hot left blister burn really feel accompany end flight excellent cleaning comfortable seat super recommend,0.9801,Positive,1.0,Positive
natalí g,1,0.0,es,bad company buy hoax buy company even seem cheap end pay twice happen cancel flight impossible communicate call center disaster,-0.9022,Negative,-1.0,Negative
nathan,1,0.0,en,shocking airline fly bondi cheap option flight however expect flight time change little warning,-0.5868,Negative,-0.5,Negative
nati f,1,0.0,es,disastrous company company unprofessionalism every day reschedule flight varirre aircraft present damage land emergency two work make ciah one come destination take away immediately make round trip lead 5 hour delay miss day reservation money recover take care anything reprogramm make hour flight purchase send ezeiza many 50 kilometer away priest color check personnel speak bad way explain anything refer delay luggage etc. save trip x low cost get expensive lose time headache ill treatment staff office consumption other choose,-0.9559,Negative,-1.0,Negative
nazarena sebastianelli,3,0.0019391494890341,es,would really think twice before … would really think twice get passage company travel mendoza Buenos Aires return mendoza cancel flight reschedule schedule agree separate group friend thing happen pity,0.3612,Positive,-1.0,Negative
nazarena sol r,1,0.0,es,cheap expensive buy flybondi good afternoon buy flybondi already preferable pay little begin another airline save problem late less 5 day travel neuquén since departure flight date 24 07 change 30 07 6 day late flight back 01 08 vacation would accord themonly 1 day serve phone respond mail provide solution since clarify reserve accommodation reserve excursion agree vacation among thing shame,0.5719,Positive,-1.0,Negative
nazaret iglesias,4,0.0,es,good option day trip travel rosario puerto iguazú meet cataract flight leave wednesday saturday mother travel Saturday 12 40 already seem start good flight schedule start trip since hotel room give approximately noon arrive schedule agree take 6kg handbag without charge want carry carry pay amount approximately 600 first leg return get cheap airport want wear luggage winery also pay return flight leave Wednesday also agree time arrive 10 minute early expect pay selection seat random way back touch we window bad pay selection plane crew nice correct time satisfied flight go little fear since seem accessible price would undoubtedly choose flybondi next trip argentina ps delight name kitten rescue plane beautiful gesture,0.9489,Positive,0.0,Neutral
negra_23,3,0.0,es,regular service trip enjoyable small plane service board basic consume something buy thing offer lot variety point view bad company change flight schedule notify client change attentive addition claim additional flight day,-0.1531,Negative,0.5,Positive
nelmi,5,0.0,en,low cost airline good price time use flybondi several occasion never problem flight leave time service professional booking check do online save cost ticket office staff check counter help problem flight aeroplane clean comfortable staff friendly prefer use aerolinea argentina often strike charge fortune downside flybondi use airport always city aerolinea argentina highly recommend use future,0.9631,Positive,1.0,Positive
nelson e cardetti,5,0.2642672923655684,es,excellent service starting schedule adjustment minimal duly warn cabin staff highly professional excellent treatment flight spend without problem highlight work commander early officer luggage come without inconvenience,0.8531,Positive,1.0,Positive
nelson g,1,0.0,es,disaster many representation flight first leg back solve everything apology request email weekend rest end eternal visit airport recommend airline,-0.1531,Negative,-1.0,Negative
nelson molero,5,0.0019585409839244,es,buy round trip mendoza benefit aire although delay 2 hour warn mail first leg perfect little short time impeccable super comoda aircraft seat recline comfortable forbeing low cost economic 25 usd national flight great say attention argentine lady care wheelchair equal 10 10 papamobil special transfer vehicle would undoubtedly buy,0.9643,Positive,1.0,Positive
nestor l,5,0.0,es,10 point definitely freedom fly impeccable flight excellent crew stain affect development flight thanks flybondi,0.926,Positive,1.0,Positive
netflix santa fe,5,0.0253059008318951,es,many thanks flybondi excellent round return bariloche first leg delay typical aeronautical conflict return time excellent opportunity travel cheap country brazil big hug,0.9118,Positive,1.0,Positive
ney f,5,0.0,pt,professional human preparation crew well attend formation line landing want special thanks crew daughter anxiety crisis sit away promptly take front row remain calming landing congratulation professional human preparation crew,0.8316,Positive,0.5,Positive
niall heffernan,1,0.0060113634160057,es,use cancel flight last moment know refund actually form robbery,-0.25,Negative,-1.0,Negative
nick u,1,0.0,en,flybondi return money cancel flight horrible customer service flight cancel still receive refund clear response refer covid 19 lockdown flight argentina restrict since 20 03 flight 17 03 obviously spend extra money hotel meal well rebook flight another company two day late anyway contact support promise representative receive money refund back credit card ask receive refund response receive voucher explain second time foreigner live another continent flybondi operate country voucher useless send several email receive answer corresponding question answer Spanish despite write English way client treat first outrage support respect customer ignore question ask waste time force repeat everything multiple time second take money refuse refund despite flight cancellation fault addition suffer material moral damage frustrate,-0.8845,Negative,-1.0,Negative
nicko hoppus,1,0.000969574744517,es,disaster disaster way solve problem close unpresentable,-0.8779,Negative,-1.0,Negative
nico v,1,0.0,es,use flybondi scam want travel take flybondi disasterthey cancel change flight want without prior notice without compensation without reintegrate change product cattle day total nothing happen want bad time feel imprison take fly bondi,-0.2382,Negative,-1.0,Negative
nicolas g,1,0.0,es,espeastorsthey travel flybondi fulero scammer white glove thief appellant receive deserve make merit average less 2 point Google map tell experience necessary datum take conclusion almost month trip 11 24 23 regard ticket buy begin august 2023 notify flybondi change day schedule trip tucumán spend Christmas new year first leg originally schedule Friday 22 12 6 50 p begin November advance 5 50 reprogramm Wednesday 20 12 7 20 meanwhile return passage schedule Tuesday 2 01 2024 10 30 p 1 01 2024 reason reprogramming ' operating problem 's month early notice first leg take work week half day Friday change ask 3 day vacation enjoy get early lady child go airport ii return imply able spend new year tucumán main reason take passage back 2 01 2024 also travel plane full exchange year disastrous make claim company offer return harm amount pay august without adjustment 6 time less ticket come passage within next 6 month serve crisis plan travel end 2024 mistake accept one offering return think accept could claim make presentation consumer defense think quite ground refer coprec protect consumption see risk would receive compensation read instruction end make conciliation agreement reach think happen agreement clarify company appear conciliation pay fine receive claim conciliation arrive see confirm flybondi bad milk fulera appear young man name listen silence tell company instruction offer anything understand nothing offer make initially return money give ticket return withdraw obviously position impossible reach agreement play standard appear pay fine care pay passage involve lose enough money borrow get tucumán passage last moment less care disgust situation generate claim little justice tell conciliation response would like company found least stop operate argentina example medium haired company seek satisfy customer manner make box suggestion travel flybondi yapa tell person vindic history,0.8581,Positive,-1.0,Negative
nicolas martine... m,1,0.0,es,want bitter fly company disaster bad experience life airline cancel flight email give we number call recognize we client get email reply return money price buy 4 month ago buy anything give we another flight return home without take charge hotel food transport want spend bad time fly airline,-0.9325,Negative,-1.0,Negative
nicolas martinez martinez,1,0.0067870232116193,es,cancel flight tell call number recognize passenger minor leave hotel know happen destinon buy another flight return money value buy 5 month ago without update truth want eat bolt fly flight sure cancel disaster face like stone,-0.4559,Negative,-1.0,Negative
nicolas rodolfo sanz barrere,1,0.0107428881692489,es,star can not zero paper cancel flight Buenos Aires córdoba hour leave warn 2 minute 23 hour close customer service schedule,0.0361,Neutral,-1.0,Negative
nicolas v,3,0.0,es,acceptable airline essential acceptable airline take bring attentive check timely manner anything forget charge even print check ideal travel obsessive aware everything,0.6369,Positive,1.0,Positive
nicole a,1,0.0,es,9 10 flight arrive flight reegue 2 time without inform second time airport time half sitting plane get 3 leave we without news go happen want give we blanket talk hotel food reimbursement appalling recommend,0.0258,Neutral,-1.0,Negative
nicolle f,1,0.0,pt,terrible bad airline ever travel life employee treat badly charge absurdly dispatch bag coincidence destination impossible buy advance site time come double never travel flybondi really disappointment understand sometimes bad experience happen day bad luck something come leave assessment come window cry employee answer sad unfortunately,-0.9732,Negative,-1.0,Negative
nicolás grosse,1,0.000969574744517,es,flybondi scammer flybondi fulero scammer white glove thief appellant receive deserve merit average less 2 point Google map tell experience necessary datum take conclusion iof passage buy begin august 2023 notify flybondi change day schedule trip tucumán spend Christmas new year first leg originally schedule Friday 22 12 6 50 p begin November advance 5 50 reprogramm Wednesday 20 12 7 20 meanwhile return passage schedule Tuesday 2 01 2024 10 30 p 1 01 2024 reason reprogramming operational problem month change ask 3 day vacation enjoy get dawn lady child go airport ii return involve able spend new year family family intucumán main reason take passage back 2 01 2024 also travel plane full change year offer return harm amount pay august without adjustment 6 time less ticket come passage within next 6 month serve crisis plan travel end 2024 mistake accept one offering return think accept could claim presentation consumer defense think quite ground refer coprec protect consumption see risk would receive compensation read instruction end make conciliation agreement reach think happen agreement clarify company appear conciliation pay fine receive appear young man name listen silence tell company instruction offer anything understand nothing offer make initially return money give ticket return withdraw obviously position impossible reach agreement play standard appear pay fine care pay passage involve lose enough money borrow get tucumán passage last moment less care disgust situation generate claim little justice tell conciliation response would like company found least stop operate argentina example medium haired company seek satisfy customer manner make box suggestion travel flybondi yapa tell person vindica history,0.9507,Positive,-1.0,Negative
nicolás w,1,0.0,es,thief could travel 10 hour schedule change lose plane spain process return 100 euro rob lousy attention recommend bad enemy,-0.9565,Negative,-1.0,Negative
ninesmarchand83,1,0.0,fr,luggage load plane deliver customer catastrophic service 80 customer luggage direct flight charge explanation 2 hour wait staff unable manage situation able register delivery promise hotel home next day delivery email answer phone nothing decide go airport international flight France hour late find corner time,-0.2263,Negative,-1.0,Negative
ninomunia,2,0.0,es,zero punctuality thousand reprogramming waiting airport leave two hour ago plane even sleeve,-0.0516,Negative,-1.0,Negative
no name,3,0.2554538579379083,en,update six different flight travel yet reschedule flight 3 time already last night receive message flight cancellation already pay 200usd compensation like 6 day flight hope good luck flight flybondi happy impress lack respect attention customer p six different flight company 1 flight cancel 2 flight delay 1 5 hour 3 flight enter aircraft much early expect really hot long time 4 flight receive message airline day two hour delay 5 flight one hour delay hot cabin 6 flight time,0.886,Positive,-1.0,Negative
nodespegarcom,1,0.0,es,bad experience flight perverse system system work '' error '' send mail check buy online luggage desk charge twice staff inflexible claim trip expensive airline plane minimum cleaning travel economical seem lie,-0.8402,Negative,-1.0,Negative
noe m,1,0.0,es,take fraud pay climb plane mistreatment little serious system cousin buy passage card flybondi take scammer moment climb plane call cousin ask document document bank movement 5 minute climb plane bad treatment staff system take guilty mechanism make passenger feel bad like many other buy another person card suspect fraud cancel sale risk innocent passenger stay land 2 minute cousin datum photo access home banking everything 5 minute leave ground horrible experience,-0.9716,Negative,-1.0,Negative
noee liiaa,1,0.0301246873121448,es,first leg flight 6 leave 9 morning return schedule reprogramm twice leave 18 end 21 30 plane fall apart dirty seat year break tray window could close break would travel schedule poor state plane worry,-0.8519,Negative,-1.0,Negative
noelia acuña,1,0.0,es,scam company without seriousness bad company meet life sell flight 21 10 plane take 20 50 hour strand 10 person explanation give we mistake system departure schedule poorly load confusing 20 25 embarkation time accord card announcement exit hear total scam lightness tell we could take flight next day leave 22 hour something normal flight leave strand without coherent explanation,-0.8443,Negative,-1.0,Negative
noelia figueredo,1,0.0068064147065097,es,always change flight schedule etc. time delay week vacation bone get lodging 9 day spend food able go back work etc. get new flight cancel mine rearrange 30 day return flight money really disaster,-0.8268,Negative,-1.0,Negative
noelia quiñones (betsi),3,0.1341309701564893,es,economical way travel say say cheap expensive year take 10 aircraft flybondi single flight delay cancellation classic change schedule plan agenda crumble everything,-0.3182,Negative,-1.0,Negative
noemi nuñez,1,0.0,es,bad airline exist fool price second time cancel last minute flight playing time money one top want return flight claim flight,-0.6705,Negative,-1.0,Negative
noescaglia,1,0.0,es,flight delay 7 hour bad airline travel life flight 8 2 30 p still wait give we explanation reward we way never travel company,-0.2732,Negative,-1.0,Negative
nomad57418625015,1,0.0,es,low cost customer service Friday afternoon 7 p.m. get touch customer service since modify flight girl name benefit totally unpleasant low cost level well company buy trip 7 40 morning take advantage day able excursion day situation explain lady tell make change 7 previous late day without charge le explain hire everything day continue position could anything else ask talk superior since see intention help reply one charge time give situation force report consumer office andhe reply think convenient girl still want collaborate call see worker company willing help boy name luis friendly gentle give option change flight one leave 14 25 day type worker lady benefit customer service empathy intention collaborate another part company since inthis position exercise function well contrary want hire flybondi service,0.9584,Positive,-1.0,Negative
nonaali,1,0.0,es,schedule change several time awful buy passage list schedule option pay change want spend flight travel 2 time year last time make travel 4 morning definitely buy fourth airline,-0.1027,Negative,-1.0,Negative
nora a,1,0.0,es,bad service waiting Jujuy airport bs change schedule 3 time lie delay lose day vacation due reprogramming bad informal,-0.9001,Negative,-1.0,Negative
noragalit,3,0.0,es,regular flight leave Palomar airport airpuerto accessible arrive small comfortable announce week flight delay schedule hour time embark announce another delay 1 30 hour page flight buy misleading difficulty luggage generally charge apart high price totally expect seat small advantage pay seat choose location economical patient argento,-0.6124,Negative,-0.5,Negative
noralabbas,1,0.0,en,bad airline I have ever use flight refund lot lie bad travel experience life book flight advance flybondi flight need iguazu right day give try get airport 4 hour early domestic flight I be person bondi staff except 1 2 woman help talk anyone be not check yet be not concern check time say flight would aep instead eze within hour airport hour away road open aftermath world cup road close completely within 30 minute tell flight would reschedule two day late never get email official update already book leave iguazu another city tour 2 day late want reschedule tell could refund elated ask one two woman say email address take photo also supervisor even come work day assume party like much staff country flybondi eventually do not refund we flight '' be not cancel '' 2 day 1 week vacation sleep eze get rest stuff steal I be 400 response airline platform I be additional 700 get new flight spot avoid airline cost absolute scam do not respond customer lie flight rarely actually take I would give negative rating could,-0.782,Negative,-1.0,Negative
norberto n,4,0.0,es,good experience lot spectative fly flybondi know new palomar international airport pleasant surprise every way small airport everything need airline consider first low cost argentina weighto criticism really good purchase via web simple chekin website 48 hour advance free eye do counter charge extra check fast simpleif comply everything pastado web punctual shipment walking plane boeing 737 800 good condition comfortable seat good leg space board good payment catering serviceprice clean cordial cabin staff really impeccable,0.9726,Positive,1.0,Positive
norma cristina e,5,0.0,en,el alto valor de un servicio de bajo costo please see flight aeroparque option write review way many tourist choose option late also make time spanish I have tkan route el Palomar córdoba many time since first flight december 2018 strongly recommend airline many other low cost great value service person experience luck live hurlingham one train station distance el Palomar feel live develop country chance get airport train really experience pride part person encourage kind investment country need opportunity see plane cross sky yard garden instead complain noise thankful see good also reach sky process check depart easy respectful commit time scheduling safety flyattendant sport shoe relax familiar indication make really new passenger welcoming moment deserve plus flybondi team hoorray keep grow special request tripadvisor do not option fill correct airport case el Palomar please fix ASAP norma echavarria dni 13549167,0.9941,Positive,1.0,Positive
noémie b,1,0.0,fr,horrible flee terrible experience company plane advance two hour without warning we email one warn refund explanation pay another plane another company person flight scandalize we reimburse anyone thief empty flight without reimbursement behind absolutely terrible airline circus airport,-0.9282,Negative,-1.0,Negative
ociraolo,1,0.0,es,disaster bad airline total scam buy passage travel mendoza first experience always travel latam one day flight send email see chance inform flight modify next day dove schedule problem since morning obviously serve since schedule connection another latam flight offer return money accept go buy urgently forairline pay much usually worth today already dare 3 month call every day phone starting work send email return money tergdg7 reserve number 5050 pay airline attempt disaster case tell mine,-0.9337,Negative,-1.0,Negative
odyssey549971,1,0.0,es,bad airline see life frequent traveler bad airline see life away avoid health,-0.8481,Negative,-1.0,Negative
ojos_locos llob,1,0.0312590897632298,es,despite suggestive slogan company invite we experience freedom fly recent experience promise flight experience considerable delay without clear explanation complicate thing change we another airline without prior notice add surprise situation instead return aeroparque originally plan flight conclude ezeiza series inconvenience significantly affect travel experience leave much desire term customer service effective communication,0.8323,Positive,-0.5,Negative
olesja a,1,0.0,en,stay away terrible airline company make several change departure cancel day departure recommend,-0.3818,Negative,-1.0,Negative
olga rebryk,1,0.0,es,change lie wrong choose date want morelejana date talk almost 4 month advance page work badly try 3 different explorer let continue change tell final price mailthey pass we change twice price original passage come minimal fine total shitter 5000 currency bariloche fine change 7000 total afano,-0.25,Negative,-1.0,Negative
olivia,1,0.0,en,bad airline history fly bad airline ever travel boke 4 trip flybondi domestic weekend trip argentina course 1 semester single one trip go plan without either cancellation long delay company also impossible contact without physically go airport call customer service waiting system agent available always automatically hang never get anyone trip patagonia wait 8 hour airport delay inform delay channel realize time boarding flight outside none gate agent know plane long wait keep tell we one hour two hour etc. end passenger begin yell take 8 hour late reschedule flight advance also offer rebooking airline never hear try get money back cancellation happen two occasion back mendoza Buenos Aires Buenos aire Iguazu travelling salta tomorrow inform flight delay 4 hour surprise point highly doubt even take base previous experience would never choose flybondi unfortunate enough book trip advance realize unreliable flybondi surely know ruin trip surely count lose least 1 2 1 day due cancellation delay miracle company already bankrupt see untrustworthy unprofessional far complete scam,-0.9726,Negative,-1.0,Negative
omar g,1,0.0,es,advanced round trip 24 hour flight leave Saturday morning 28 1 19 return Tuesday 7 1 2020 unfortunate company decide would return day Monday 6 1 2020 first last experience company continue travel argentine aerolinea,-0.296,Negative,-1.0,Negative
onair458523,1,0.0,en,book book airline warn flight move early time day without email write notice form airline find print boarding card look flight time miss flight result shell double pay book new flight day airport lounge receptionist say happen time provide refund total garbage,-0.34,Negative,-1.0,Negative
orlando q.,4,0.0,es,experience overcome pleasantly surprise read bad comment passenger buy asu bue round trip ticket flight come schedule schedule aircraft clean crew kind attentive always travel latam airline time decide try service company satisfied service provide consider difference price ticket relation previously mention company recid good option travel low budget hope continue provide quality service always punctual,0.9231,Positive,-0.5,Negative
ornela pi,1,0.0210300762085749,es,ask another user put 0 star change flight 4 time last 12 hour clear intention cancel serve phone total disrespect scammer,-0.296,Negative,-1.0,Negative
oscar alan s,1,0.0,es,bad terrible experience read one bad experience travel argentina thing genre discomfort spend money trip eze round trip postpone 5 minute embark already airport happily buy another passage eze barloche accept change travel bariloche eze theeze connection iguazu postpone 4 hour cancel claim counter nobody answer line email tremendous trunk already return Iguazu eze cancel trip get economical stay one night lodging buying ticket already airport return lodging next day wake 2 reprogramm next day 18 hour go airport 12 claim favor fly flight check check passport finish put passenger without know seat,-0.8689,Negative,-1.0,Negative
oscar fink,1,0.0029087242335511,es,hour flight cancel since message 5 person arrive try communicate 3 hour could never talk anyone possibility reprogramm cancel hotel cancel transfer cancel excursion etc. virtually make complete form see happen reimbursement cheap expensive,-0.7184,Negative,-1.0,Negative
osvaldo cado,1,0.0,es,trip rio de Naneiro let know middle morning 4h delay leave 18 15 hour luckily look phone 11 tell reprogram flight 22 30 can not fix stay rent hotel automatically paas one car unless want 10 hour airport recognize anything excuse spawn daughter travel previous week go 01h leave 3 morning day reprogramm l6 3 23 left 10 morning embark 2 p.m. cheap first ultina experience expense work high passage savings never informal one,0.296,Positive,-1.0,Negative
osvaldo hernandez,5,0.0506699761484612,es,new experience enjoy enjoy air transport service develop airline everything derive take we safely comfort assurance destination thanks flybondi journey road heaven,0.9623,Positive,1.0,Positive
p-a n,1,0.0,fr,bad airline steal whole life avoid old boeing 737 1980s flight cancel without notice impossible obtain refund learn flight Tuesday march 5 07 50 h cancel arrive eze airport Buenos Aires offer come back flight 3 00 p day finally take 4 00 p Wednesday march 6 arrive foi 5103 flight 6 10 p.m. also cancel well write cancel screen puerto Iguazu airport around 5 00 p receive notice flybondi inform we cancel flight would take place 2 00 night already buy ticket theft aerolina Argentina company question two cancellation flight two day wait next flybondi flight airport far service distantof city finally response flybondi request reimbursement despite fact cancellation notice flight 5103 tell could obtain refund far bad airline 50 steal life,-0.9661,Negative,-1.0,Negative
pablo c,1,0.0,es,flybondi shame schedule flight Friday october 28 11 25 p.m. first warn flight change 2 10 Saturday october 29 warn delay 3 20 Saturday 29 warn fate long go ezeiza aeroparque check recently warn flight delay 4 a.m. approach 3 15 suppose start already 3 30 staff still appear start approach even announce delay happen truth disastrous experience even decency communicate person happen lose flight miami delay,-0.9531,Negative,-1.0,Negative
pablo daniel,1,0.1271500319959665,es,disasteron first leg Iguazu flight come 6 hour late way back go ezeiza send we aeroparque wait we ezeiza family disorder take taxi cost,-0.4019,Negative,-1.0,Negative
pablo f,1,0.0,es,impossible travel like less schedule trip constant change day destination schedule unbearable even day trip choose aeroparque exit destination able go vehicle leave parking lot airport reserve change ezeiza rent car destination change arrival schedule can not program anything unbearable travel way choose airline expensive bullshit way,-0.3612,Negative,-1.0,Negative
pablo g,1,0.0,es,close right bad bad aerolinea person attention single flight time form respect client respect schedule respect anything,0.3182,Positive,-1.0,Negative
pablo gestro,1,0.000969574744517,es,flight cancellation cancel flight hour leave get ticket another airline strand street arrive time go job,-0.296,Negative,-1.0,Negative
pablo l,2,0.0,es,bad experience bad experience flight leave six hour late two hour delay communicate advance four already aeroparque modify plan destination conclusion leave peso less airline savings compensate lose vacation day,-0.9081,Negative,-1.0,Negative
pablo moreno,1,0.0087649556904341,es,never garbage three hour late excessive heat plane without compensation seat small hole tiny impossible fit,0.3612,Positive,-1.0,Negative
pablo paroli,1,0.000969574744517,es,great cagadore disasterthey shitter buy 3 passage bs bariloche round trip warn less 12 hour flight advanced 3 hour impossible we arrive try mean change passage impossible nobody attend nobody end lose 3 passage buy another 3 gold price criminal travel disaster,-0.6705,Negative,-1.0,Negative
pablo roca,1,0.0,es,horrible experience scratch scam first time travel learn first big lie low cost travel slogan trap way know price additional kilogram charge we 4700 16 kilo surplus pay 6 000 3 air Buenos Aires iguazú feel cheat everyone travel first time airline pay weight conclusion everything arm increase profitability outside passage flybondioforcial,-0.9001,Negative,-1.0,Negative
pablo romero,1,0.000969574744517,es,flybondi dire service want know meaning word nefarious service irresponsibility commercial manipulation fraud like fly trucha company unpresentable service line checkin approach luggage withdrawal bad thing happen cancel flight stay street claim system work unfortunate company still standing,-0.9274,Negative,-1.0,Negative
pablo ruiz,1,0.0,es,true disaster Buenos Aires salta salta Buenos Aires first leg delay we two day less 24 hour flight look life stay lose several day car rental accommodation day delay flight arrive come back usto delay 3 time several hour arrive salta 5 morning return trip delay several hour day arrive Buenos Aires 4 morning never fly discontent general,-0.9042,Negative,-1.0,Negative
pablo s,4,0.0,es,good experience general good service general consider restriction low cost mode enjoyable staff less distant treatment airline punctuality first leg return impeccable negative point could interior plane show little deteriorate important wear suppose age aircraft,0.323,Positive,0.5,Positive
pablo salas,5,0.0,es,good attention friendly easy book comfortable trip,0.9062,Positive,0.5,Positive
pablo tenutto,1,0.000969574744517,es,bad company country even … bad company country even world travel lot thanks god worldwide journey frontline company even low cost flybondy far bad experience live use swear third hire end expensive always,-0.8316,Negative,-1.0,Negative
pablo u,5,0.0,es,good treatment point price travel el Palomar airport san Salvador de Jujuy timely first leg good treatment good booth crew honda dipusto solve everything back go arrive 40 minute good good,0.936,Positive,0.5,Positive
pablo v,1,0.0,es,pesimo service cancel flight 2 hour go airport one see photo call attend clearly air transport service height offer,0.1779,Positive,-1.0,Negative
pafla63,4,0.0,es,economic airline good price cabotage flight eye add equipment cost choose seat anything want drink eat board fast service salta arrive less two hour,0.4939,Positive,0.5,Positive
paloma vazquez,1,0.0170645155035001,es,armed hand jet week luggage 20 kg go 14000 leave 25000 justification increase enough since land give we suitcase almost hour half hour half bring along next flight scourge bad argentina entrepreneur fill pocket silver common person disgust,-0.4767,Negative,-1.0,Negative
pamela m,1,0.0,es,cancel flight 1 day buy flybondi cancel flight lousy service unpresentable useless irresponsible,-0.9042,Negative,-1.0,Negative
pamela p,1,0.0,es,flybondi reschedule return five time without right send another airport lousy service malisimo checkin,-0.5423,Negative,-1.0,Negative
paola a,4,0.0,es,low cost plane change schedule tell week 15 hour 18 hour impeccable trip staff friendly much well large airline love hostess make problem luggage topay impeccable return flight low cost give anything eat take already know would travel,0.5574,Positive,1.0,Positive
paola b,1,0.0,es,travel flybondi pressurization frightening bad landing tell open check touch send we cancellation responsible anything want sell think make return claim anymore,-0.6249,Negative,-1.0,Negative
paola fernandez,5,0.0077856851984719,es,excellent trip super friendly staff thanks possibility fly,0.9287,Positive,1.0,Positive
papette,4,0.0,es,effective low cost service good quite old well maintain aircraft compliance reasonable schedule keep mind even board luggage pay separately,0.7076,Positive,0.5,Positive
paradise15465061782,1,0.0,es,company flybondi lousimal management company take hostage make bad decision fly company operandi mode cancel reprogram change airport damage passenger denounce consumer league little,-0.8779,Negative,-1.0,Negative
pathfinder797006,1,0.0,es,horrible experience bad experience airline last experience flight delay 7 hour lose connection flight lose hotel money reserve incur many expense delay reimburse customer service person puerto iguazú patricia extremely rude nobody assume responsibility answer phone allege customer service respond email assume expense incur due irresponsibility many person strand Buenos Aires lose connection flight company complete scam can not direct airline responsibly well go stop damage person holiday,-0.9783,Negative,-1.0,Negative
patitas d,1,0.0,es,travel flybondi bad respect schedule still wait 7 hour delay airport change aeroparque ezeiza,-0.4019,Negative,-1.0,Negative
pato l,1,0.0,es,bad aerea line argentina weight experience change melt bad experience aerea line bad really disaster start change 19h flight time 22 30 11 30 p end take 00h late cause we kind damage transfer problem destination change accommodation old airplane ground turn air conditioning calculate flight moris cold feather jacket plane park hangar front main building aeroparque collective take we avio reach header take huge long uncomfortable turn passenger genremore angry public already start become violent super abrupt landing know old plane inexperienced pilot landing fight good scare plane land tucuman 30 minute plane supposedly problem land turn learn land personnel airport hang literally buy return flight aeroparque connection another flight inform we change airport send we ezeiza would make we lose flight leave late aeroparque ask change tell we pay additional absolutely illegic unfair change airport force we pay change flight one leave we buy passage synthesis bad airline argentina probably bad world,-0.9911,Negative,-1.0,Negative
patrice l,1,0.0,es,step customer service flight never leave first day due technical failure take datum one one ask we wait two hour assign hotel choose hotel highly recommend area lose certain person share room ask we return next day 6 00 p flight go leave 20 30 already 24 00 wait nothing communicate customer compensation delay offer despite telephone number inform we schedule change step customer service,-0.3392,Negative,-1.0,Negative
patricia,1,0.0,es,bad experience service seem like form collective scam become accustom blatantly foreigner realize company deceive person answer damage cause wonder argentina allow many person rob cynical accustom make cancellation last minute support customer service lousy attitude agent much humanization service general buy ticket another airline get destination answer return city origin flight flybondi breach make claim issue one attend claim seem like joke really disappointing,-0.9476,Negative,-1.0,Negative
patricia beresovsky,5,0.0031026391824545,es,nice trip excellent term punctuality accompaniment staff airport board without doubt would choose experience pleasant,0.8981,Positive,0.5,Positive
patricia c,1,0.0,es,ruin birthday go iguazú weekend flight delay without explanation lose one day think could bad way back find name flight even though check do change we 36 hour late without tell we anything horror never fly advise date flexible go right consumer know cheap little human consider customer also obvious customer service phone number,-0.8702,Negative,-1.0,Negative
patricia del valle sanchez,1,0.000969574744517,es,scammer liar scammer liar reprogramm flight 3 time day could return work time never company,-0.765,Negative,-1.0,Negative
patricia gutierrez,5,0.0541507494812775,es,two occasion use flybondi first time operate palomar convenient live west year use jeroparque newberyvery satisfied aerea line,0.4215,Positive,0.5,Positive
patricia profita,4,0.0039558649576295,es,day change day flight could solve travel without problem first leg return plane el calafate clean staff treat we well shipment make without problem would choose,0.896,Positive,0.5,Positive
patricia s,1,0.0,es,cancellation flight hello cancel flight may 22 2022 Jujuy 2 time embark get avion since aircraft serious problem fly al another day plane delay come highlight good predisposition staff company adequate protocol cover type inconvenience delay transfer hotel without lunch without clear information hope solve important low cost airline work,-0.6033,Negative,-1.0,Negative
patricia saruves,1,0.0252089433574434,es,disaster bad service 2 hour delay full flight descent warn we place destination change instead lower wn aeroparque send we ezeiza case group put we take we aeroparque staff staff offlybondi land lousy poorly educate without coordination continue earn money continue give bad service repeat disaster,-0.9738,Negative,-1.0,Negative
patricio a,1,0.0,en,terrible airline terrible company never charge extra wine box airline do not every extra kilo charge overweight highway robbery stay away,-0.8271,Negative,-1.0,Negative
patricio darré,5,0.1540169481665341,es,wonderful company beautiful person treat time use correctly price economically quality equal regular airline,0.8834,Positive,1.0,Positive
patricio kanaszyc,1,0.0,es,disastrous reschedule flight twice delay 5 ha change fate aeroparque ezeiza pass first way precisely travel puerto Iguazu,-0.5859,Negative,-1.0,Negative
patricio r. sarsfield escobar,5,0.0699936008066861,es,hello flybondi time must say recognize fulfil schedule expect time sorry pandora box thank flybondi fly,0.296,Positive,-1.0,Negative
patriciop418,4,0.0,es,flight without problem first leg back problem comfortable aircraft good schedule payment food drink enjoyable staff,0.9121,Positive,0.5,Positive
patrick e,1,0.0,pt,recommend recommend email telephone service nonexistent setback doubt answer el Palomar airport structure many flight,0.3612,Positive,0.5,Positive
paul,1,0.0,fr,flee ashamed despite many trip different company never see company bad airline able travel 6 hour behind information explanation excuse finally able enter plane takeoff hostess even allow we ask we hurry aggressive tone waiting hour hospital care charity company circus catastrophic,0.4854,Positive,-1.0,Negative
